system:index,agent,area_ha,area_m2,log10_area_ha,year,.geo
00000000000000002855,harvest,21.000565164770133,210005.65164770134,1.322230982573837,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002857,harvest,18.30349958283809,183034.9958283809,1.2625341336763636,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000285d,harvest,2.734094856867521,27340.948568675212,0.4368135779346205,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000288f,harvest,6.043753554935407,60437.53554935406,0.781306746879135,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002895,harvest,14.110361057591144,141103.61057591144,1.1495381266752047,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034eb,harvest,15.072047786556363,150720.47786556362,1.1781722623997601,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f0,harvest,4.037413053523895,40374.130535238946,0.6061031828236475,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034fa,harvest,61.73132113491583,617313.2113491583,1.7905055715639686,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034fd,harvest,0.8984788860012666,8984.788860012666,-0.046492124232116544,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034fe,harvest,1.7951947681179086,17951.947681179085,0.2541115738781879,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ff,harvest,37.50640663298811,375064.0663298811,1.5741054577999,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003501,harvest,22.253321113248422,222533.21113248423,1.347394834801167,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000350b,harvest,1.258683327782671,12586.83327782671,0.09991647967452519,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003510,harvest,37.769131521544494,377691.31521544495,1.5771369986020205,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003511,harvest,13.547930697847415,135479.30697847414,1.1318729664181617,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003513,harvest,6.186768413470484,61867.68413470485,0.7914638595735405,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003516,harvest,1.3456995280062476,13456.995280062476,0.1289481000839105,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003517,harvest,8.430332517221355,84303.32517221356,0.9258447048200388,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003830,harvest,7.895781428028757,78957.81428028757,0.8973951176358895,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003835,harvest,81.20924187630595,812092.4187630595,1.909605456180678,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000384b,harvest,1.884706628093808,18847.06628093808,0.2752437578756349,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000424b,harvest,5.739661553693696,57396.61553693696,0.7588862844368671,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000424c,harvest,1.0752900211049392,10752.900211049393,0.03152561548707434,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000424d,harvest,221.69069964194875,2216906.9964194875,2.3457474739944875,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000424e,harvest,66.4801011443724,664801.011443724,1.822691671522285,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004258,harvest,1.0578118850458271,10578.118850458271,0.02440844222619041,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004259,harvest,8.559516869194887,85595.16869194887,0.9324492521813442,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000425b,harvest,5.474050265876427,54740.502658764264,0.7383087810340119,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000425c,harvest,46.926548309802534,469265.4830980254,1.6714186107832152,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000425d,harvest,3.85808205638293,38580.8205638293,0.5863714602843655,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000425f,harvest,18.93484359689729,189348.43596897292,1.2772617221695468,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004260,harvest,1.5243481803727685,15243.481803727685,0.18308417667800903,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004261,harvest,0.987161883197307,9871.61883197307,-0.005611622189143327,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004263,harvest,33.82887519223258,338288.7519223258,1.5292875577664682,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004264,harvest,23.419670571905918,234196.7057190592,1.3695807818631733,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004299,harvest,5.651652965809524,56516.52965809524,0.7521754865698128,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000429c,harvest,11.484556164776457,114845.56164776457,1.0601142159948633,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000429e,harvest,3.6771156455599447,36771.15645559945,0.5655072886773351,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a4,harvest,78.86503823384878,788650.3823384878,1.8968845182008836,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a9,harvest,43.975491044080336,439754.9104408034,1.6432106976245258,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000044e8,harvest,17.75869450783045,177586.9450783045,1.249411036392773,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000044eb,harvest,7.986021915851278,79860.21915851279,0.9023304976840408,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000044ec,harvest,103.775938820609,1037759.38820609,2.016096670961814,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000044ed,harvest,2.6944884667240205,26944.884667240203,0.4304763290161653,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004501,harvest,136.55391150781188,1365539.1150781186,2.135304144768162,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004502,harvest,7.8038745976437855,78038.74597643786,0.8923102819950461,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004503,harvest,167.6715164483102,1676715.164483102,2.224459292182857,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004504,harvest,1.703725437838582,17037.25437838582,0.23139960777857135,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000067cc,harvest,0.8092004291104382,8092.004291104382,-0.0919438955993965,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000068ed,harvest,41.907357598812794,419073.57598812797,1.6222902779554564,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000068f2,harvest,0.8065764811397318,8065.764811397318,-0.09335444568092889,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000068f5,harvest,3.858274544536074,38582.74544536074,0.5863931276455525,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000068f9,harvest,4.637702525992575,46377.02525992575,0.6663028884453115,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000694d,harvest,13.636874596704734,136368.74596704735,1.1347148467914001,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006950,harvest,7.6281405113409155,76281.40511340916,0.8824186842085213,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006959,harvest,2.1526921784728574,21526.921784728573,0.3329819328665588,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000695c,harvest,2.425876858905606,24258.76858905606,0.3848687516603493,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000695f,harvest,2.870269596495258,28702.69596495258,0.45792269073098113,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006965,harvest,13.814674787139205,138146.74787139206,1.1403406655961186,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006971,harvest,24.315406358512544,243154.06358512543,1.38588153188425,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006982,harvest,31.086629978818685,310866.29978818685,1.4925736438530464,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006986,harvest,31.938773607955362,319387.7360795536,1.50431823598771,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000076c2,harvest,13.458156603128844,134581.56603128844,1.128985577576286,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000076c3,harvest,46.38449035740231,463844.90357402316,1.666372789214534,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000076c4,harvest,1.255246545536383,12552.46545536383,0.09872903486092255,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000076c5,harvest,25.030310536098025,250303.10536098026,1.3984662376736332,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000076c6,harvest,13.723663986165251,137236.6398616525,1.137470076132843,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000076c7,harvest,19.922883146066862,199228.83146066862,1.299352187693176,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000076c9,harvest,37.5047550574739,375047.550574739,1.5740863334425055,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000076ca,harvest,24.491971677292682,244919.71677292683,1.3890237485424552,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088a0,harvest,9.60354596181816,96035.4596181816,0.9824316192173328,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088a1,harvest,0.8954275437566767,8954.275437566766,-0.04796955065220088,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088a2,harvest,119.16736933682733,1191673.6933682733,2.0761573522415517,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088a3,harvest,57.240726953638365,572407.2695363837,1.7577051406354147,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088a4,harvest,40.28818171490837,402881.8171490837,1.6051776672642462,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088a5,harvest,26.19946684543709,261994.6684543709,1.4182924535930044,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088a6,harvest,71.06501683916233,710650.1683916233,1.851655863280768,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088a7,harvest,70.16619278894362,701661.9278894361,1.8461279123901457,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c26,development,7.4469519793062995,74469.519793063,0.8719785533613589,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c27,harvest,67.92349777983397,679234.9777983397,1.832020042185356,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c28,development,5.841524706297294,58415.24706297294,0.7665262178498412,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c29,harvest,103.09466236308867,1030946.6236308867,2.0132361806446712,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c2a,harvest,130.1897483977015,1301897.483977015,2.1145767876914983,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c2c,harvest,26.29230335043851,262923.0335043851,1.4198286343591868,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c2d,harvest,59.57438483332993,595743.8483332993,1.7750595665053654,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c2e,harvest,4.129737077908961,41297.37077908961,0.6159224029280528,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c2f,harvest,20.49460370723853,204946.03707238528,1.3116395250226844,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c30,harvest,0.9140890304781495,9140.890304781495,-0.039011502775631236,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c32,harvest,14.981240535436932,149812.40535436932,1.175547777007512,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c34,harvest,22.246823661439258,222468.23661439258,1.3472680124053527,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c35,harvest,1.7054708590122774,17054.708590122773,0.23184430311703802,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c36,harvest,13.455007332754484,134550.07332754484,1.1288839387830838,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c37,harvest,8.609059551170832,86090.59551170832,0.9349557119595044,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c38,harvest,10.410463156553593,104104.63156553594,1.017470051495259,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c39,harvest,19.740414051013875,197404.14051013874,1.2953562576641495,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c3a,harvest,14.272308092219594,142723.08092219595,1.1544942121236046,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c3b,harvest,18.387462769003456,183874.62769003454,1.264521806375547,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c3c,harvest,34.009068851416416,340090.6885141641,1.5315947413644289,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c3d,harvest,23.060280457930947,230602.80457930948,1.362864584857689,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c3e,harvest,10.373093630452532,103730.93630452531,1.015908297977049,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c41,harvest,2.692409364774054,26924.09364774054,0.4301410924561772,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c42,harvest,9.331791356488898,93317.91356488898,0.96996502011973,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c43,harvest,103.81983988754253,1038198.3988754252,2.0162803547681207,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c44,harvest,16.958742866519188,169587.42866519187,1.2293936553281728,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c46,harvest,43.04836910887041,430483.6910887041,1.6339567028179023,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c99,harvest,67.30049472060634,673004.9472060634,1.82801825670005,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008cfc,harvest,3.663147601530389,36631.47601530389,0.5638544183202067,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d01,harvest,27.361630523428794,273616.3052342879,1.437141974123667,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d07,harvest,14.26366600687568,142636.66006875678,1.154231160995319,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d0a,harvest,23.416181352673075,234161.81352673075,1.3695160729447056,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d13,harvest,34.99658166523997,349965.8166523997,1.5440256261667176,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d21,harvest,25.304328059330597,253043.28059330597,1.4031948093784794,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d2f,harvest,116.92704921696263,1169270.4921696263,2.0679149899196094,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d30,harvest,25.651415468967816,256514.15468967817,1.4091113348825726,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d31,harvest,7.896186826955592,78961.86826955593,0.8974174153652277,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d34,harvest,15.791139827866997,157911.39827866998,1.1984134791588232,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d35,harvest,6.91104633148134,69110.4633148134,0.8395438044780468,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d37,harvest,31.66531577644967,316653.1577644967,1.5005838233055706,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d3b,harvest,5.205494093009175,52054.940930091754,0.7164619579932047,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d43,harvest,3.2473571751155625,32473.571751155625,0.511530059075866,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d45,harvest,20.82185495410711,208218.5495410711,1.318519416838677,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d4b,harvest,63.80042569747931,638004.2569747932,1.8048235764868275,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d4c,harvest,4.487611380031794,44876.11380031794,0.6520152406689198,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d4e,harvest,9.869449862047869,98694.49862047868,0.9942929451178937,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d50,harvest,30.415930748851395,304159.30748851394,1.4831011107185685,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008fb9,harvest,8.438464485232261,84384.64485232261,0.9262634269265665,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009006,harvest,7.090915028114618,70909.15028114618,0.8507022811660978,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000929f,harvest,5.297913925687259,52979.139256872586,0.7241048981094338,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000092a9,harvest,12.645751466102729,126457.5146610273,1.1019446421331527,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000958c,harvest,24.937575026558957,249375.75026558957,1.3968542196402083,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009631,harvest,19.36512544789655,193651.2544789655,1.2870203147046355,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009632,harvest,36.78233936454827,367823.3936454827,1.5656393470011816,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000999c,harvest,3.228082530435575,32280.825304355752,0.5089446295365798,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000999d,harvest,1.5297820879618127,15297.820879618126,0.18462957151313567,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003836,harvest,1.2554001165935884,12554.001165935884,0.09878216464920661,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003838,harvest,2.604126314678429,26041.26314678429,0.4156620461163346,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008d53,harvest,37.77524612797308,377752.4612797308,1.5772073027045723,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009546,harvest,22.07889384847653,220788.9384847653,1.343977311469458,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000999b,harvest,2.8708094658364316,28708.094658364316,0.45800436954918444,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000099a1,harvest,44.05366396326016,440536.63963260164,1.6439820347197334,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002850,beaver,0.8084439941926478,8084.439941926477,-0.09235006092216792,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002863,beaver,1.1632852514438088,11632.852514438087,0.06568622198377756,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e2,beaver,5.205166835465306,52051.66835465306,0.7164346540311437,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e4,beaver,0.8083854524659574,8083.854524659574,-0.0923815105582769,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ee,beaver,1.16722260773491,11672.2260773491,0.06715369074234645,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000382e,beaver,1.7941544886617746,17941.544886617747,0.253859835968185,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000382f,beaver,1.4357754453639562,14357.754453639562,0.15708652175503762,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004249,beaver,1.3454140030495554,13454.140030495553,0.12885594350101542,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004251,beaver,4.036498341320082,40364.983413200825,0.6060047783589667,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004257,beaver,0.8973369892904569,8973.36989290457,-0.047044429748588294,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004265,beaver,0.8090700203643911,8090.700203643912,-0.09201389106763377,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004294,beaver,2.241888159318707,22418.88159318707,0.35061394322672246,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000429b,beaver,0.808242482691086,8082.42482691086,-0.09245832598762481,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000429d,beaver,1.5260272500640644,15260.272500640644,0.1835622888264567,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a5,beaver,0.8970871233122045,8970.871233122045,-0.04716537709376672,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000696c,beaver,1.255727477194765,12557.27477194765,0.09889539736891438,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006972,beaver,0.8966164660468905,8966.164660468905,-0.04739328973116932,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006978,beaver,3.1296684382163478,31296.684382163476,0.4954983301725417,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000697c,beaver,0.9833370444336542,9833.370444336542,-0.007297599717075855,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006987,beaver,0.8098538025081864,8098.538025081863,-0.0915933743245354,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000076ce,beaver,1.0768125457139737,10768.125457139737,0.03214010678202859,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000889f,beaver,1.1670447057136657,11670.447057136656,0.0670874927830551,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088a8,beaver,0.897523855797354,8975.23855797354,-0.046953999236035424,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088ab,beaver,1.8844787950975548,18844.787950975548,0.2751912549594451,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088b1,beaver,3.321363565099625,33213.63565099625,0.5213164172046795,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088ba,beaver,4.035186595413409,40351.86595413409,0.6058636222017559,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088be,beaver,4.039992641747737,40399.92641747737,0.6063805741078168,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088bf,beaver,2.516113971803462,25161.13971803462,0.4007303093504511,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088c3,beaver,4.1270001746821805,41270.00174682181,0.6156344872596562,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000088c6,beaver,2.603259211754233,26032.59211754233,0.41551741383712676,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
